job_id_encoded,location_encoded,classification_encoded,sub_classification_encoded,work_type_encoded
23352,52,15,156,3
40875,75,7,48,3
16000,67,16,47,4
33556,67,21,228,1
41375,55,30,39,2
35613,46,14,123,3
10050,14,15,192,4
25494,8,15,156,3
30571,17,7,48,1
2393,55,7,8,4
31910,67,4,14,3
8255,46,21,71,1
20605,55,18,260,3
17414,16,15,215,2
11689,67,25,161,3
35286,19,20,233,3
10422,67,18,78,3
266,46,18,63,3
27537,67,15,189,4
32970,46,14,122,3
40971,8,22,36,3
2771,1,27,206,3
5264,2,1,103,3
22160,28,2,240,3
7604,46,30,116,3
15646,46,18,78,3
1596,46,21,253,3
37621,48,11,276,4
35781,67,2,6,2
24456,14,30,206,3
34456,2,21,206,2
41802,8,11,206,3
18129,46,30,302,3
33540,46,18,41,2
31592,55,21,298,3
23911,1,1,102,3
20993,80,1,156,3
5915,67,18,286,3
12182,55,12,90,2
11170,67,22,80,3
47030,14,11,166,3
5938,67,10,125,3
31423,64,26,187,3
13196,50,1,22,3
39434,67,30,107,2
16509,8,22,227,3
5193,8,2,206,3
16793,5,11,166,4
4919,81,6,73,3
3371,67,21,298,3
47738,46,16,32,1
8858,67,25,43,3
24730,67,25,164,3
35369,67,17,159,3
2095,67,26,1,3
44306,46,18,16,3
46005,14,23,182,3
41044,73,30,261,4
2637,46,21,298,1
19883,14,20,139,3
1860,46,12,172,3
14884,46,20,149,3
47331,48,25,206,3
11925,8,30,39,3
17895,46,1,35,3
39745,50,16,206,4
45945,46,25,161,3
12848,46,7,113,3
7750,67,18,229,2
41993,75,18,229,3
41799,8,16,156,4
12821,1,7,48,3
40063,46,1,167,2
34440,14,4,104,3
34835,46,15,77,1
33860,46,15,188,2
9127,46,18,301,3
46380,46,1,167,3
17712,16,14,123,3
33595,54,1,40,4
22752,14,22,80,4
42529,32,15,215,3
3978,14,30,155,2
1729,46,11,277,3
24198,67,18,41,3
24303,67,12,38,3
32996,67,26,258,3
28896,46,17,64,3
45273,46,21,253,3
30443,14,30,25,1
32164,67,6,73,3
46665,1,15,117,3
25822,11,21,298,3
20452,67,4,60,3
22858,31,8,219,1
46547,14,18,186,3
27710,46,14,123,2
12965,2,15,192,3
13816,73,8,271,2
20674,46,17,242,3
20152,67,24,247,3
5543,67,19,206,3
32253,30,23,178,3
9803,55,15,77,4
21932,37,23,182,2
2616,30,2,206,4
14956,67,6,74,2
27168,67,22,170,3
27411,67,2,6,3
19203,8,14,152,3
28421,46,25,164,3
31621,67,30,146,1
33455,14,25,251,1
3356,67,20,233,3
45932,52,21,206,2
12139,2,21,20,2
704,12,16,47,3
46170,14,15,234,3
40625,63,11,277,4
40920,67,1,102,3
28634,46,2,53,3
20640,46,25,43,3
36224,66,25,251,3
34836,8,15,156,3
20066,67,20,148,3
16340,70,21,153,3
24620,55,12,154,3
40791,72,19,206,3
6177,1,25,177,3
30027,23,30,284,3
30331,46,29,106,1
27379,2,12,172,3
26748,46,30,39,2
598,75,25,206,3
32506,80,2,6,3
33831,46,2,75,2
34978,75,11,267,4
33286,74,13,98,3
2190,46,4,265,3
29169,49,4,31,4
10260,14,15,254,3
2011,14,18,41,2
41930,46,11,277,3
37838,46,14,122,3
33902,67,26,259,3
35310,53,22,169,4
36960,46,8,232,3
41567,46,9,266,3
4719,8,27,109,3
45415,67,24,34,3
23157,56,23,181,3
47310,19,15,254,3
33970,67,17,242,3
33834,61,17,199,3
19588,1,16,297,4
4530,67,15,175,3
32427,46,30,39,3
19816,46,11,277,3
27278,55,21,237,3
33473,67,8,156,3
15353,1,25,164,3
6199,46,25,164,3
13108,42,12,172,3
43915,8,21,71,3
24405,67,16,290,3
10370,14,18,88,3
22925,32,16,47,4
37053,46,18,186,3
32302,46,15,254,3
33304,67,4,30,3
11001,67,2,53,3
13777,18,14,124,2
13181,46,15,174,4
21641,67,18,41,2
44619,46,12,273,3
14918,57,30,206,1
42788,55,30,25,3
39013,55,30,46,3
22611,8,21,298,3
42964,16,30,107,3
45688,19,11,49,4
17492,46,30,25,3
26352,46,24,247,3
25100,12,15,189,3
29306,14,21,298,1
12750,46,25,164,3
34934,8,3,19,3
34827,67,1,14,3
11070,46,18,128,2
21736,46,25,251,4
38663,11,21,253,2
43269,46,15,206,3
28627,67,30,107,3
39648,11,25,251,4
32428,67,1,2,2
43150,67,16,156,3
46405,35,15,215,4
28504,46,20,149,3
39656,46,12,231,3
2623,35,30,146,2
38669,8,15,194,3
4791,50,6,158,2
9590,67,11,49,3
16334,46,8,232,3
33368,46,16,47,3
29474,50,25,177,1
24245,46,18,285,3
24987,55,11,49,2
10757,46,16,156,3
15041,8,25,177,2
18341,67,1,14,3
31710,67,2,241,3
31342,8,1,211,2
47634,46,22,169,3
23745,58,2,53,3
3405,11,30,146,2
36159,46,30,155,2
16289,39,26,259,3
43261,67,16,47,1
44901,56,23,156,3
46658,18,2,240,3
10865,46,26,187,4
17043,67,15,215,3
26780,46,15,234,3
28620,67,26,259,3
200,67,25,161,4
1573,46,20,120,3
9732,46,12,50,3
21307,14,15,215,2
40445,55,30,220,3
47589,46,7,8,1
5431,56,23,179,1
4286,46,22,156,3
6941,55,12,232,3
26367,46,8,110,3
29564,46,15,197,3
35373,2,23,181,3
25367,60,16,47,1
7227,8,8,206,3
21394,14,30,146,1
10160,67,30,84,3
40886,14,8,219,3
20638,55,30,155,4
12377,2,26,259,3
34889,7,12,231,3
27742,1,18,206,2
33602,35,11,245,3
22351,67,8,95,3
8638,37,30,107,3
44117,67,18,156,3
26251,46,11,292,1
38571,67,7,206,4
25564,46,30,46,3
39707,67,27,145,3
45408,46,17,242,1
12506,3,26,1,3
12763,46,21,228,3
9609,67,26,187,3
43168,55,30,25,3
22501,46,11,163,3
17004,46,30,25,3
2626,46,18,128,3
20386,75,19,51,3
45789,75,16,246,3
36258,67,21,298,1
12547,46,15,174,3
8512,46,25,164,3
15146,8,21,71,2
35809,55,23,180,2
15510,46,30,206,3
40750,2,11,278,3
25899,46,21,111,3
30086,67,1,103,3
434,8,8,271,3
35550,24,21,216,3
16898,14,2,6,2
46287,67,23,179,3
11695,67,25,251,3
5344,46,16,32,1
35117,1,18,78,2
42824,78,4,104,3
36926,46,1,167,3
5655,14,15,174,3
31441,46,26,259,3
5153,67,18,229,2
11270,66,7,8,1
47632,75,11,278,3
12146,46,18,78,2
37084,67,16,112,3
18576,14,21,238,3
14882,67,30,11,3
32669,67,26,206,3
26408,43,1,2,2
23424,55,24,248,3
12366,67,18,78,2
46060,10,15,190,1
45628,14,15,156,3
25600,67,21,298,1
20294,67,21,108,3
18725,67,20,149,2
18188,46,22,170,3
22441,67,4,114,3
21413,32,12,154,3
1731,67,1,102,3
47483,8,29,56,4
27591,67,26,187,3
13500,67,2,6,2
44314,14,1,3,2
6008,14,11,280,2
39662,67,7,131,2
29123,67,2,200,3
27047,14,27,171,2
8105,46,30,126,3
30899,46,20,67,3
7285,55,21,298,1
9494,46,8,66,3
13305,67,30,25,3
16623,75,17,64,2
6245,67,26,14,3
9968,8,18,286,2
18364,67,4,54,3
44919,14,4,206,3
16599,80,15,215,3
30457,46,18,76,2
25964,69,25,177,3
36737,67,15,174,4
36917,14,1,35,3
3961,46,22,80,3
8485,67,16,47,3
46421,14,2,200,3
44007,1,25,251,3
42473,55,21,71,2
37439,46,12,206,2
12833,67,26,187,3
4482,14,30,25,3
45738,46,25,164,3
23228,40,21,71,4
23839,14,18,78,2
26238,52,8,232,3
6558,75,26,258,3
15460,50,30,208,2
13463,46,15,215,3
44676,67,15,190,3
46546,55,7,8,4
23082,46,18,89,3
3680,55,2,6,3
14284,14,26,259,3
26082,46,2,207,3
34352,46,18,260,2
20604,8,12,50,3
4793,46,3,230,3
35261,67,1,35,4
18158,46,29,106,3
43464,70,14,152,3
17781,8,1,40,3
33434,55,18,156,3
38516,75,17,206,3
44943,14,18,88,3
35451,67,6,74,2
6505,48,8,95,3
14190,30,14,124,3
28052,67,10,141,3
21781,46,18,89,3
25658,67,11,206,2
39307,59,3,143,2
21200,14,18,16,3
14340,19,15,234,3
33880,67,7,8,1
8702,67,17,64,3
19529,46,30,46,2
19975,67,4,104,2
3052,52,30,284,3
38754,46,30,146,3
4859,63,15,214,4
21187,67,14,124,3
7618,67,5,118,3
30084,19,12,299,3
9784,46,24,247,3
10349,9,8,110,3
33927,80,12,231,3
18757,67,30,107,3
47478,8,18,286,3
44839,8,18,76,3
25524,67,16,47,3
20656,31,18,260,3
24012,67,24,247,3
30337,46,4,60,3
42302,73,17,64,3
29462,67,14,124,2
26307,14,1,40,3
23362,64,26,259,4
33783,77,14,124,3
47620,67,11,279,1
39345,46,26,259,3
609,56,8,110,3
20318,67,11,275,3
11452,75,30,84,2
10243,1,20,67,3
31436,19,30,126,3
40706,54,16,144,3
13189,46,2,241,2
911,2,1,35,4
12845,46,19,304,2
27266,52,18,186,3
38009,46,15,264,3
18328,64,7,48,4
20307,52,14,124,3
8855,67,18,229,3
5989,46,20,149,3
38772,8,8,238,3
13801,67,18,78,2
45927,50,23,179,3
43710,45,18,229,3
42880,31,15,189,3
40983,55,23,127,3
41885,8,18,128,3
2903,46,8,206,3
42639,2,15,197,1
2783,67,15,194,3
19912,1,6,74,1
37344,46,15,77,3
19667,67,6,73,3
6658,19,19,37,3
2425,46,18,41,3
42686,55,25,164,3
31039,56,23,181,2
42581,50,24,58,4
21964,46,20,28,3
29763,67,1,40,3
20490,46,6,73,2
46324,1,18,78,2
20220,14,15,215,1
7024,14,15,192,3
38392,67,15,189,3
2644,46,30,261,1
39390,74,5,118,3
35596,14,20,233,3
13934,22,16,47,3
28046,8,15,192,2
4557,14,25,161,3
43092,46,21,298,2
22671,46,10,300,2
8364,67,19,51,2
20660,2,1,40,3
24904,46,17,64,3
29555,67,11,49,3
24878,46,16,47,3
27724,46,12,50,3
36788,2,15,234,3
24039,67,11,49,3
6325,14,18,41,2
2741,70,18,41,3
38583,56,26,1,3
38867,14,6,73,3
46087,50,26,259,3
8376,46,8,156,3
10092,55,18,89,3
259,14,18,87,3
31262,46,8,66,3
30037,67,25,251,2
33506,2,2,6,3
30500,67,26,1,3
24246,67,12,38,3
18011,73,11,305,3
10725,75,16,156,3
12634,8,18,229,3
6537,46,27,33,3
45247,52,7,156,3
39515,67,12,50,3
14941,46,1,211,4
40737,23,2,6,1
35272,46,7,8,1
33127,67,6,73,3
42960,46,24,248,3
1021,46,30,39,2
7700,14,8,66,3
6511,67,21,111,3
2110,46,24,34,2
1814,67,14,123,2
17404,67,18,78,3
39443,14,12,83,3
38443,46,26,259,3
41305,67,2,207,3
8125,1,18,229,3
45585,21,11,275,3
6515,46,25,251,3
34291,2,7,8,3
2540,67,21,111,3
43103,55,11,267,4
6195,55,8,219,2
21291,46,1,274,3
12435,46,15,117,3
14520,67,7,48,2
33887,46,1,102,3
38094,67,17,289,3
416,43,21,216,3
44233,14,17,242,3
41446,67,30,46,3
16155,46,16,47,4
29675,14,30,261,2
38286,46,15,191,2
44024,67,18,78,3
448,75,12,50,3
35800,60,21,253,1
28545,40,15,206,3
35213,67,1,2,3
36392,8,15,254,3
26668,67,16,297,2
9245,67,12,90,3
26743,14,15,234,2
34871,46,2,6,2
45725,55,15,234,2
11976,67,22,169,3
40456,18,15,192,2
20038,46,26,259,3
9049,46,21,237,2
39371,73,1,40,3
28037,48,7,8,3
24509,67,20,62,3
41722,19,14,121,3
38847,40,11,49,1
6900,14,1,21,3
22902,1,2,6,3
24093,8,26,259,3
29204,46,26,1,3
3354,12,21,253,3
10693,46,15,254,2
36045,67,6,73,3
24744,55,15,77,4
21642,46,19,37,3
8029,46,22,168,3
16045,15,15,192,2
40732,75,17,242,3
45995,67,8,66,3
43864,8,30,25,3
24133,46,11,275,3
30973,14,26,156,3
6564,53,21,206,3
16406,46,8,110,3
22316,67,18,186,3
40825,55,15,264,3
40344,56,23,180,3
19892,46,21,206,2
20659,8,6,73,2
21960,67,2,207,2
37546,46,22,80,3
5288,1,17,206,2
17913,56,21,237,3
11083,46,8,95,3
369,80,14,124,3
33184,8,18,281,3
5447,46,22,80,3
9139,60,2,241,3
21942,55,11,279,3
21435,46,11,277,3
19235,46,21,298,3
36354,67,21,20,2
39234,2,21,153,1
36125,8,18,128,3
43903,68,12,154,3
20845,67,20,149,2
23763,8,15,192,4
41723,46,26,259,1
27061,75,21,298,3
34268,14,11,277,2
25585,33,1,211,3
7442,67,26,1,3
23636,8,21,282,3
28106,54,8,206,2
45396,14,18,286,3
45586,31,11,275,3
6571,46,15,176,3
15644,67,7,8,1
221,31,1,103,3
12333,46,26,259,3
40475,46,21,206,3
39937,67,18,186,2
32292,25,11,49,3
10671,55,26,1,3
5531,2,26,187,3
22787,67,11,206,3
42475,67,17,243,3
38803,62,12,172,3
33886,46,7,8,1
44599,67,2,207,2
5872,46,9,206,2
25097,35,30,46,2
42696,47,2,6,1
268,67,26,206,3
35319,67,4,104,2
14947,14,11,292,1
31469,67,12,50,3
16454,8,2,6,3
8285,55,15,55,3
21655,14,19,293,3
39141,67,18,41,3
35469,46,2,6,3
35460,46,12,90,3
14730,2,15,156,3
15888,67,21,253,3
29565,46,14,124,3
35878,14,14,123,1
27605,67,8,66,3
20763,1,18,63,2
16590,25,14,124,1
24584,46,11,278,3
29399,78,26,259,4
9919,54,14,121,3
32691,46,11,49,3
25706,46,26,187,3
16151,67,25,160,3
20703,46,21,298,1
4801,67,19,51,2
33336,46,3,143,3
1226,46,21,111,3
27503,46,18,206,2
34907,8,21,156,3
2203,67,20,62,3
8350,8,16,156,3
39343,46,30,284,3
15359,2,18,128,2
20543,55,7,8,3
20206,46,30,25,3
34010,46,14,124,3
36567,67,25,251,3
22048,55,2,6,3
26873,8,18,63,3
15532,67,16,156,3
42782,14,16,297,1
41707,14,6,255,3
23735,67,7,156,3
37295,14,25,251,3
24300,46,15,189,4
24323,14,30,146,3
36038,46,30,52,2
44571,46,8,66,3
1360,30,23,181,2
16693,75,26,259,3
43579,53,14,121,3
32311,8,30,46,3
38049,67,9,157,3
15336,67,21,282,3
6733,50,23,179,3
16407,14,30,25,3
32961,54,6,73,3
46301,67,23,224,3
32229,75,25,164,3
30002,49,15,189,4
20403,67,26,259,3
46237,67,12,231,3
25666,14,14,124,3
21272,54,30,84,3
9835,67,18,257,3
28405,67,18,41,3
37274,46,1,14,2
36855,46,6,73,3
46064,67,8,206,2
11623,67,9,206,3
16661,46,25,206,3
32245,68,2,200,3
8627,46,22,80,3
17249,67,9,68,3
14584,67,12,50,3
28862,14,15,195,1
33739,67,15,156,3
44470,67,1,102,3
7214,55,15,215,3
12955,55,30,206,1
47626,46,2,207,3
27698,67,19,268,3
37021,67,20,148,3
7333,46,1,102,3
4656,31,18,229,3
8010,67,30,25,3
8646,67,1,21,4
7702,55,30,284,3
18301,67,26,259,3
38414,67,21,239,3
4136,51,13,10,3
463,11,15,77,3
13756,67,26,259,3
29380,8,18,286,2
44739,14,3,156,3
33079,75,25,251,3
8576,67,11,49,3
5183,67,8,271,3
4637,80,21,206,3
10003,8,16,156,3
26822,35,15,192,4
36768,67,18,229,3
27250,18,30,220,3
2100,2,23,203,2
41730,19,30,284,3
32267,14,11,278,2
39439,46,18,78,3
27159,55,30,126,2
41869,46,30,302,2
3526,11,26,187,3
47643,46,18,78,2
41226,8,26,259,2
29514,14,18,128,3
12319,1,11,165,3
47350,46,15,117,2
22074,67,1,167,3
21772,67,15,189,3
2732,67,18,286,2
14883,67,30,11,3
28467,67,18,78,3
42493,46,20,151,3
12489,46,26,14,3
45648,46,2,6,3
19760,46,26,1,3
43243,2,15,192,3
20458,67,11,49,2
11731,67,1,274,2
41511,66,25,164,3
20762,2,14,124,3
4034,14,2,65,2
1385,50,7,48,1
11006,14,1,291,3
11601,46,16,156,3
29177,55,30,25,3
34609,14,21,216,3
14383,67,4,60,3
26719,55,23,181,3
11102,14,30,284,3
19679,14,30,39,3
41732,67,26,187,3
8541,14,16,47,1
36795,46,7,8,1
26519,14,16,47,4
29224,43,21,228,2
36634,55,8,219,2
37963,46,2,207,3
1454,14,15,234,4
2870,55,30,84,3
23459,31,11,206,2
45888,69,30,155,2
32449,46,30,302,2
21599,22,23,181,3
26490,14,24,247,3
16190,46,8,110,3
8567,1,15,206,2
22690,14,21,253,3
6777,46,16,47,1
36475,42,30,284,3
15118,46,12,90,3
17019,46,1,2,3
40141,46,2,53,3
31746,14,14,124,3
21178,2,30,52,1
43804,53,12,231,3
12144,52,21,153,3
17217,58,26,259,4
36483,1,30,220,3
42506,32,24,34,3
41254,1,22,235,3
39255,67,30,146,3
12445,17,7,48,2
18124,67,30,25,3
23586,67,20,148,3
11775,14,8,95,3
24612,67,17,242,3
10305,67,22,80,3
32068,67,1,167,2
26459,46,18,78,3
19752,75,18,78,2
27243,35,16,156,3
24753,67,8,232,3
9785,46,24,247,3
12265,46,25,177,2
32948,8,15,189,1
21214,67,30,206,3
47627,67,18,229,3
22723,10,15,189,3
27195,40,14,124,3
26895,6,16,287,1
32305,67,2,206,3
23602,67,2,240,3
39717,46,26,1,3
42081,80,15,215,3
9090,46,26,187,3
42975,32,21,298,3
18518,67,11,275,3
31806,54,30,284,3
31185,67,24,34,3
15346,46,1,21,3
21569,50,24,248,3
35196,25,2,6,2
45295,50,12,299,3
484,8,15,174,3
18912,67,1,14,3
42814,14,12,273,3
17710,67,15,156,3
21049,31,2,240,2
14378,75,30,284,3
13139,67,1,102,3
5924,14,21,20,2
19268,31,11,163,3
16561,67,15,156,3
21488,8,10,18,3
4640,19,20,233,3
28211,67,11,206,3
7343,67,26,259,3
37041,67,18,128,3
6538,61,11,305,3
5662,67,26,259,3
27994,73,8,206,2
22445,8,21,298,2
42256,46,14,124,2
9480,46,15,249,3
10828,43,30,146,3
18673,63,8,219,2
585,46,16,297,3
2738,46,1,35,3
38564,25,25,161,3
1967,46,2,200,3
38891,46,30,25,4
24793,67,18,128,3
710,10,16,144,1
620,46,24,248,3
2251,67,11,49,4
8580,46,18,41,3
14478,80,6,256,2
42691,46,1,40,3
14635,46,2,240,2
35347,67,4,104,3
22739,14,30,284,3
12222,46,18,63,3
32784,8,4,30,3
20484,46,21,253,3
13083,67,26,259,3
25606,31,16,112,3
17368,25,15,175,3
25540,46,2,207,3
34226,46,4,30,3
21688,67,7,8,4
18059,32,7,86,3
166,75,15,234,3
23768,2,16,112,3
35852,55,15,174,3
5770,26,21,206,3
28705,46,18,41,3
42576,46,12,7,3
8412,46,15,174,3
11625,46,18,128,3
1109,46,18,286,2
43068,67,22,142,2
39720,46,18,128,3
40469,61,8,110,3
34146,46,30,25,3
20321,67,15,192,2
45865,46,21,239,4
11879,53,30,302,3
5112,46,18,156,3
2648,46,22,170,1
16149,14,16,290,3
21484,18,21,71,3
35472,68,14,123,3
701,67,30,84,3
37197,67,19,37,2
17615,67,8,66,3
5521,67,22,169,3
40696,19,19,293,3
22317,67,26,259,3
39929,67,20,67,3
40649,2,11,267,3
13561,67,8,66,3
3329,50,23,179,3
47176,31,14,124,3
46387,67,6,73,3
12259,46,20,67,3
41618,55,30,302,2
46309,55,12,83,3
37049,67,24,247,3
47044,67,18,89,3
39746,67,1,40,3
14648,31,2,240,1
4386,23,15,234,3
24324,46,14,124,2
14342,74,2,240,2
7497,8,12,206,3
15250,14,15,156,2
19629,67,21,282,3
17474,46,14,123,4
19175,8,8,156,3
35218,73,15,209,4
38829,50,2,6,2
28672,67,25,251,3
26317,46,2,207,3
23288,67,1,211,3
20146,67,1,14,3
39796,67,1,4,3
42481,67,21,298,3
21562,14,24,34,2
41979,14,15,234,3
32529,63,1,274,3
16055,1,16,32,4
15413,67,20,119,3
35302,67,21,153,3
46425,56,12,232,2
45550,55,11,49,3
15583,67,21,298,2
43509,46,11,276,3
6092,54,1,40,3
17244,67,8,95,3
22044,67,18,227,3
40608,61,15,174,4
1953,67,26,259,3
34884,46,21,14,3
10747,67,16,47,3
45050,46,7,131,3
30817,9,2,207,3
31521,67,16,206,1
43738,54,8,219,3
44113,67,15,215,3
28747,67,26,259,3
10838,8,1,102,2
16062,50,30,126,4
5720,46,18,128,2
36412,67,18,206,3
46818,46,16,47,4
26270,67,1,14,2
6289,46,10,18,3
23743,25,11,279,1
28378,74,18,301,3
19157,14,26,259,3
17614,67,11,165,3
38492,67,4,14,3
47346,75,25,161,3
13387,52,26,259,3
18660,67,20,149,2
36448,67,17,242,3
15326,67,1,274,2
7087,55,25,164,3
35690,56,30,25,3
10252,8,21,216,3
46474,55,25,164,3
34588,65,14,121,2
17015,67,6,73,1
20383,46,20,151,3
27910,78,21,253,3
18544,67,9,157,3
15791,12,15,174,4
22994,14,26,156,3
41646,67,3,9,3
37331,67,1,211,2
15658,67,18,78,2
32676,35,14,122,3
6611,14,12,299,3
11665,56,23,179,3
8849,55,26,259,3
28547,67,26,259,3
29705,50,2,53,4
24769,46,16,156,3
34149,67,8,127,3
1694,46,1,4,3
37918,8,26,156,3
36542,46,10,300,3
21266,38,21,298,3
46688,26,23,179,3
3914,46,21,210,3
17574,46,26,187,3
35553,67,19,304,3
20106,64,13,98,3
2503,8,22,156,3
14829,46,17,206,3
27238,67,8,127,3
42252,35,30,284,3
17197,74,23,224,3
15738,55,20,97,4
9754,37,21,108,3
22290,67,24,247,3
24756,2,15,188,3
3864,46,18,89,3
21113,67,20,120,3
20775,46,22,80,3
2513,8,17,242,3
17659,67,8,206,3
34169,46,16,297,1
42602,52,7,86,3
15962,67,30,155,3
19310,32,25,164,3
12170,46,26,259,3
32092,56,23,179,3
38844,8,12,50,3
36004,46,26,14,3
34400,55,23,179,3
5067,14,4,156,2
46653,46,30,25,3
29855,14,22,80,3
12757,67,19,37,3
27360,55,14,223,2
38806,55,23,203,2
7133,67,4,265,3
34106,2,14,122,2
39165,19,14,121,3
10142,59,1,40,3
1808,67,24,247,3
31401,46,7,59,3
32191,46,14,124,3
9193,74,1,22,3
2806,10,8,206,2
11330,67,24,250,3
12019,35,27,171,2
9162,46,30,25,3
39318,46,18,78,2
873,67,22,227,3
39413,67,16,47,1
33564,46,12,83,3
47651,46,2,6,3
29275,8,11,163,3
1070,67,25,160,3
16470,67,1,167,3
38429,67,30,39,1
43302,2,16,297,1
20485,52,24,247,3
25182,14,1,211,2
27681,46,2,200,3
174,50,16,156,3
16543,43,21,216,2
44357,46,26,259,3
41648,67,22,96,3
21159,67,22,206,3
33172,8,1,4,3
25189,67,16,47,3
44785,8,18,78,2
32107,67,21,298,3
43847,74,21,153,3
39544,75,6,255,3
38738,46,20,149,3
27183,46,19,304,3
14864,67,21,153,2
45040,46,20,149,3
18410,75,11,206,2
25387,78,21,253,3
5290,46,18,78,3
21324,46,30,302,3
6104,67,1,14,3
14765,52,26,259,3
1039,67,21,111,3
31113,46,15,77,4
36716,39,21,282,3
6873,14,18,229,3
43831,8,24,247,3
16184,46,18,156,3
32732,1,18,63,2
948,8,16,32,4
19719,14,18,227,3
12925,67,18,301,3
26453,67,1,102,2
40465,46,7,113,3
37094,67,12,232,3
6314,67,18,87,2
26613,75,21,71,2
31604,74,16,156,3
16229,67,25,164,3
10665,67,18,285,3
34429,67,18,186,2
45717,47,15,195,4
46244,67,22,169,3
23442,14,24,5,3
10232,67,15,197,3
20045,67,8,219,3
28967,46,7,59,3
20489,67,16,156,3
39502,68,14,223,3
16531,14,11,279,2
13875,8,30,208,3
20129,14,18,41,2
36131,8,14,152,3
17841,8,1,2,2
38107,46,23,203,3
41585,74,17,64,4
21775,67,25,161,3
14521,67,11,206,3
41967,2,6,74,1
54,67,21,298,3
29015,21,15,192,4
28838,14,20,233,3
43757,33,30,206,3
31726,46,25,251,4
3960,1,16,156,3
31129,71,21,153,2
937,46,21,298,2
37758,46,30,126,2
35739,49,21,20,3
9542,67,2,6,3
19983,47,30,39,3
9631,46,20,149,3
46812,67,22,170,3
43928,67,30,284,3
8086,14,7,8,1
17587,42,23,179,3
3708,34,15,206,1
19243,52,7,48,2
2004,1,15,264,3
37628,50,11,163,3
31500,67,26,187,3
37815,42,23,179,3
14357,12,8,66,3
10423,64,25,164,3
1549,46,8,206,3
37882,14,18,16,3
29689,46,14,85,2
8282,2,5,44,3
8147,23,15,189,1
33272,67,18,257,3
43957,55,18,41,2
26003,67,18,260,3
39585,80,15,175,3
29882,14,26,1,3
32482,46,21,108,2
15582,36,15,189,3
30115,60,30,220,3
37461,46,22,169,3
6938,8,11,150,3
13518,46,18,76,3
507,1,17,242,3
18664,46,11,206,2
23876,8,18,78,3
6175,46,18,63,2
17085,67,1,3,3
40123,67,2,207,3
9623,30,16,47,3
20465,33,7,59,4
24351,67,27,238,3
2248,67,1,211,3
13542,46,6,73,3
20333,67,18,41,3
34470,50,30,206,3
28859,71,30,25,3
4538,8,16,47,3
39200,46,17,205,3
155,55,30,107,3
24902,50,11,279,1
14986,46,14,124,3
7868,67,16,156,3
38246,50,7,131,2
40967,14,8,218,3
36490,64,2,241,3
37383,67,16,47,3
20311,67,18,128,3
42251,67,29,106,2
41480,23,22,80,3
15541,17,15,264,3
7499,46,22,288,3
42876,67,12,50,3
30569,14,26,156,3
39694,14,2,6,3
37725,71,15,198,4
7935,74,21,156,3
39651,14,2,206,3
22263,2,2,207,4
41405,46,20,233,3
4068,67,6,73,2
41517,46,25,251,3
12964,55,13,10,1
6313,67,8,66,3
19353,6,16,130,3
46580,14,12,172,3
23749,8,18,41,3
10247,67,17,242,3
33537,46,8,219,1
18419,14,18,16,3
35851,67,15,189,3
8499,32,2,6,3
43138,51,7,8,4
45876,46,15,188,2
13837,12,25,160,3
21387,46,22,168,3
26953,66,29,56,3
23643,46,17,243,3
11204,71,8,219,1
36775,46,26,259,4
7605,67,12,83,3
37477,2,18,89,3
32073,74,8,232,3
35839,75,6,57,3
9148,67,30,146,3
16089,31,16,47,3
24134,43,25,251,4
32637,67,26,187,3
46269,46,1,4,3
8957,52,23,179,3
46830,63,15,194,3
41451,42,15,215,3
29107,75,4,1,3
32470,33,25,251,3
44501,46,11,278,3
32079,2,2,75,3
43115,67,8,110,3
24015,67,21,237,3
11705,67,17,242,3
28771,55,11,49,3
35592,14,15,175,3
2302,67,24,247,3
47273,33,21,237,3
5279,67,30,146,3
19182,8,4,72,3
16837,46,21,253,1
29804,13,15,176,3
31430,32,30,284,3
43913,56,7,133,4
37494,30,30,25,3
42061,10,26,1,3
41513,14,16,130,3
20956,35,12,172,3
12381,67,2,6,2
43287,46,16,47,4
41626,46,4,104,3
43264,46,30,25,1
33402,75,9,15,3
33613,67,2,6,3
3577,8,2,206,4
1813,46,24,58,3
2902,55,12,172,3
44815,46,21,156,3
35647,46,1,102,3
8386,67,24,247,3
22418,46,16,47,4
2315,18,30,107,3
29991,14,12,90,3
21858,67,18,89,3
41443,67,12,50,3
21323,55,18,63,2
12346,67,18,227,3
12728,67,26,259,3
43891,75,25,251,3
30665,1,11,49,4
22876,1,15,77,2
31134,34,1,35,4
27409,46,21,298,1
22270,67,24,34,3
23522,75,14,121,3
27114,67,15,174,4
41285,46,1,40,3
32252,30,23,179,3
9283,67,15,193,1
23321,1,18,283,2
14610,42,15,234,3
42868,2,4,29,3
34992,46,19,51,3
40530,8,26,187,3
2382,61,19,37,3
35797,8,15,190,4
23088,67,30,146,3
29378,14,15,55,3
23061,14,12,273,3
15535,67,2,207,3
35946,55,23,178,2
18042,14,9,266,3
30260,46,12,172,2
14631,14,21,71,1
26795,67,19,51,3
37028,46,10,294,3
20837,14,26,259,3
12046,46,15,234,3
36674,67,22,80,3
46714,1,25,251,1
36234,31,8,219,3
19178,8,16,47,3
17739,67,26,187,3
4566,8,12,231,3
29594,8,15,192,3
37398,2,2,6,4
38957,75,18,78,2
32494,2,18,78,3
5357,67,7,156,3
47208,46,16,47,3
2597,50,25,251,2
